Komoditas (Rp);date_raw;price_raw;date;price;price_num
Beras Kualitas Super II;25/10/2024;16;25/10/2024;16;16.0
Beras;25/10/2024;15,05;25/10/2024;15,05;15.05
Beras;28/10/2024;15,05;28/10/2024;15,05;15.05
Beras Kualitas Bawah I;28/10/2024;13,9;28/10/2024;13,9;13.9
Beras Kualitas Medium I;28/10/2024;14,7;28/10/2024;14,7;14.7
Beras Kualitas Medium II;28/10/2024;15,35;28/10/2024;15,35;15.35
Beras Kualitas Super I;28/10/2024;16,3;28/10/2024;16,3;16.3
Beras Kualitas Super II;28/10/2024;16;28/10/2024;16;16.0
Beras Kualitas Bawah II;28/10/2024;14,15;28/10/2024;14,15;14.15
Beras Kualitas Super II;29/10/2024;16;29/10/2024;16;16.0
Beras Kualitas Medium I;29/10/2024;14,7;29/10/2024;14,7;14.7
Beras Kualitas Bawah II;29/10/2024;14,15;29/10/2024;14,15;14.15
Beras Kualitas Bawah I;29/10/2024;13,9;29/10/2024;13,9;13.9
Beras;29/10/2024;15,05;29/10/2024;15,05;15.05
Beras Kualitas Medium II;29/10/2024;15,35;29/10/2024;15,35;15.35
Beras Kualitas Super I;29/10/2024;16,3;29/10/2024;16,3;16.3
Beras Kualitas Super I;30/10/2024;16,3;30/10/2024;16,3;16.3
Beras Kualitas Medium II;30/10/2024;15,35;30/10/2024;15,35;15.35
Beras Kualitas Medium I;30/10/2024;14,7;30/10/2024;14,7;14.7
Beras Kualitas Bawah II;30/10/2024;14,15;30/10/2024;14,15;14.15
Beras Kualitas Bawah I;30/10/2024;13,9;30/10/2024;13,9;13.9
Beras Kualitas Super II;30/10/2024;16;30/10/2024;16;16.0
Beras;30/10/2024;15,05;30/10/2024;15,05;15.05
Beras Kualitas Bawah I;31/10/2024;13,9;31/10/2024;13,9;13.9
Beras Kualitas Bawah II;31/10/2024;14,15;31/10/2024;14,15;14.15
Beras Kualitas Medium I;31/10/2024;14,7;31/10/2024;14,7;14.7
Beras Kualitas Medium II;31/10/2024;15,35;31/10/2024;15,35;15.35
Beras Kualitas Super I;31/10/2024;16,3;31/10/2024;16,3;16.3
Beras Kualitas Super II;31/10/2024;16;31/10/2024;16;16.0
Beras;31/10/2024;15,05;31/10/2024;15,05;15.05
Beras Kualitas Super I;11/01/2024;15,4;01/11/2024;15,4;15.4
Beras;11/01/2024;14,1;01/11/2024;14,1;14.1
Beras Kualitas Bawah I;11/01/2024;13,5;01/11/2024;13,5;13.5
Beras Kualitas Bawah II;11/01/2024;13,2;01/11/2024;13,2;13.2
Beras Kualitas Medium I;11/01/2024;13,5;01/11/2024;13,5;13.5
Beras Kualitas Medium II;11/01/2024;14,2;01/11/2024;14,2;14.2
Beras Kualitas Super II;11/01/2024;14,8;01/11/2024;14,8;14.8
Beras Kualitas Super I;11/03/2024;16,8;03/11/2024;16,8;16.8
Beras Kualitas Super II;11/03/2024;16,5;03/11/2024;16,5;16.5
Beras;11/03/2024;15,85;03/11/2024;15,85;15.85
Beras Kualitas Bawah I;11/03/2024;15,1;03/11/2024;15,1;15.1
Beras Kualitas Bawah II;11/03/2024;15,1;03/11/2024;15,1;15.1
Beras Kualitas Medium I;11/03/2024;15,3;03/11/2024;15,3;15.3
Beras Kualitas Medium II;11/03/2024;16,3;03/11/2024;16,3;16.3
Beras Kualitas Bawah I;11/04/2024;14,5;04/11/2024;14,5;14.5
Beras;11/04/2024;15,5;04/11/2024;15,5;15.5
Beras Kualitas Medium I;11/04/2024;15,1;04/11/2024;15,1;15.1
Beras Kualitas Bawah II;11/04/2024;14,7;04/11/2024;14,7;14.7
Beras Kualitas Super I;11/04/2024;16,3;04/11/2024;16,3;16.3
Beras Kualitas Super II;11/04/2024;16,45;04/11/2024;16,45;16.45
Beras Kualitas Medium II;11/04/2024;15,9;04/11/2024;15,9;15.9
Beras;11/06/2024;14,9;06/11/2024;14,9;14.9
Beras Kualitas Super II;11/06/2024;15,65;06/11/2024;15,65;15.65
Beras Kualitas Super I;11/06/2024;16,5;06/11/2024;16,5;16.5
Beras Kualitas Bawah I;11/06/2024;13,8;06/11/2024;13,8;13.8
Beras Kualitas Medium I;11/06/2024;14,6;06/11/2024;14,6;14.6
Beras Kualitas Bawah II;11/06/2024;13,8;06/11/2024;13,8;13.8
Beras Kualitas Medium II;11/06/2024;15,1;06/11/2024;15,1;15.1
Beras Kualitas Bawah I;11/07/2024;13,8;07/11/2024;13,8;13.8
Beras;11/07/2024;15;07/11/2024;15;15.0
Beras Kualitas Super II;11/07/2024;15,9;07/11/2024;15,9;15.9
Beras Kualitas Super I;11/07/2024;16,5;07/11/2024;16,5;16.5
Beras Kualitas Medium II;11/07/2024;15,3;07/11/2024;15,3;15.3
Beras Kualitas Medium I;11/07/2024;14,6;07/11/2024;14,6;14.6
Beras Kualitas Bawah II;11/07/2024;13,9;07/11/2024;13,9;13.9
Beras Kualitas Bawah I;11/09/2024;13,9;09/11/2024;13,9;13.9
Beras Kualitas Medium I;11/09/2024;14,7;09/11/2024;14,7;14.7
Beras Kualitas Medium II;11/09/2024;15,2;09/11/2024;15,2;15.2
Beras Kualitas Super I;11/09/2024;16,3;09/11/2024;16,3;16.3
Beras;11/09/2024;15;09/11/2024;15;15.0
Beras Kualitas Bawah II;11/09/2024;14;09/11/2024;14;14.0
Beras Kualitas Super II;11/09/2024;15,75;09/11/2024;15,75;15.75
Beras Kualitas Super I;11/10/2024;16,3;10/11/2024;16,3;16.3
Beras Kualitas Super II;11/10/2024;16;10/11/2024;16;16.0
Beras Kualitas Bawah I;11/10/2024;13,9;10/11/2024;13,9;13.9
Beras Kualitas Bawah II;11/10/2024;14,1;10/11/2024;14,1;14.1
Beras Kualitas Medium I;11/10/2024;14,7;10/11/2024;14,7;14.7
Beras Kualitas Medium II;11/10/2024;15,35;10/11/2024;15,35;15.35
Beras;11/10/2024;15,05;10/11/2024;15,05;15.05
Beras Kualitas Bawah II;11/11/2024;14;11/11/2024;14;14.0
Beras Kualitas Super II;11/11/2024;16;11/11/2024;16;16.0
Beras Kualitas Super I;11/11/2024;16,3;11/11/2024;16,3;16.3
Beras Kualitas Medium II;11/11/2024;15,2;11/11/2024;15,2;15.2
Beras Kualitas Medium I;11/11/2024;14,7;11/11/2024;14,7;14.7
Beras;11/11/2024;15;11/11/2024;15;15.0
Beras Kualitas Bawah I;11/11/2024;13,9;11/11/2024;13,9;13.9
Beras Kualitas Super II;11/12/2024;15,65;12/11/2024;15,65;15.65
Beras Kualitas Bawah I;11/12/2024;13,7;12/11/2024;13,7;13.7
Beras;11/12/2024;14,85;12/11/2024;14,85;14.85
Beras Kualitas Super I;11/12/2024;16,3;12/11/2024;16,3;16.3
Beras Kualitas Medium II;11/12/2024;15,1;12/11/2024;15,1;15.1
Beras Kualitas Medium I;11/12/2024;14,5;12/11/2024;14,5;14.5
Beras Kualitas Bawah II;11/12/2024;13,8;12/11/2024;13,8;13.8
Beras Kualitas Bawah I;13/11/2024;13,9;13/11/2024;13,9;13.9
Beras Kualitas Medium II;13/11/2024;15,2;13/11/2024;15,2;15.2
Beras Kualitas Medium I;13/11/2024;14,7;13/11/2024;14,7;14.7
Beras Kualitas Bawah II;13/11/2024;14;13/11/2024;14;14.0
Beras Kualitas Super II;13/11/2024;16;13/11/2024;16;16.0
Beras;13/11/2024;15;13/11/2024;15;15.0
Beras Kualitas Super I;13/11/2024;16,3;13/11/2024;16,3;16.3
Beras Kualitas Super II;14/11/2024;16;14/11/2024;16;16.0
Beras;14/11/2024;15;14/11/2024;15;15.0
Beras Kualitas Bawah I;14/11/2024;13,9;14/11/2024;13,9;13.9
Beras Kualitas Bawah II;14/11/2024;14;14/11/2024;14;14.0
Beras Kualitas Medium I;14/11/2024;14,7;14/11/2024;14,7;14.7
Beras Kualitas Medium II;14/11/2024;15,2;14/11/2024;15,2;15.2
Beras Kualitas Super I;14/11/2024;16,3;14/11/2024;16,3;16.3
Beras Kualitas Super II;15/11/2024;16;15/11/2024;16;16.0
Beras Kualitas Super I;15/11/2024;16,3;15/11/2024;16,3;16.3
Beras Kualitas Medium II;15/11/2024;15,2;15/11/2024;15,2;15.2
Beras Kualitas Medium I;15/11/2024;14,7;15/11/2024;14,7;14.7
Beras Kualitas Bawah II;15/11/2024;14;15/11/2024;14;14.0
Beras;15/11/2024;15;15/11/2024;15;15.0
Beras Kualitas Bawah I;15/11/2024;13,9;15/11/2024;13,9;13.9
Beras Kualitas Bawah I;18/11/2024;13,9;18/11/2024;13,9;13.9
Beras Kualitas Super II;18/11/2024;16;18/11/2024;16;16.0
Beras Kualitas Super I;18/11/2024;16,3;18/11/2024;16,3;16.3
Beras Kualitas Medium II;18/11/2024;15,2;18/11/2024;15,2;15.2
Beras Kualitas Medium I;18/11/2024;14,7;18/11/2024;14,7;14.7
Beras;18/11/2024;15;18/11/2024;15;15.0
Beras Kualitas Bawah II;18/11/2024;14;18/11/2024;14;14.0
Beras Kualitas Bawah I;19/11/2024;13,9;19/11/2024;13,9;13.9
Beras;19/11/2024;15;19/11/2024;15;15.0
Beras Kualitas Super II;19/11/2024;16;19/11/2024;16;16.0
Beras Kualitas Medium II;19/11/2024;15,2;19/11/2024;15,2;15.2
Beras Kualitas Bawah II;19/11/2024;14;19/11/2024;14;14.0
Beras Kualitas Super I;19/11/2024;16,3;19/11/2024;16,3;16.3
Beras Kualitas Medium I;19/11/2024;14,7;19/11/2024;14,7;14.7
Beras Kualitas Medium I;20/11/2024;14,7;20/11/2024;14,7;14.7
Beras Kualitas Bawah II;20/11/2024;14;20/11/2024;14;14.0
Beras Kualitas Bawah I;20/11/2024;13,9;20/11/2024;13,9;13.9
Beras;20/11/2024;15;20/11/2024;15;15.0
Beras Kualitas Super I;20/11/2024;16,3;20/11/2024;16,3;16.3
Beras Kualitas Medium II;20/11/2024;15,2;20/11/2024;15,2;15.2
Beras Kualitas Super II;20/11/2024;16;20/11/2024;16;16.0
Beras Kualitas Super I;21/11/2024;16,3;21/11/2024;16,3;16.3
Beras Kualitas Medium II;21/11/2024;15,2;21/11/2024;15,2;15.2
Beras Kualitas Medium I;21/11/2024;14,7;21/11/2024;14,7;14.7
Beras Kualitas Bawah II;21/11/2024;14;21/11/2024;14;14.0
Beras Kualitas Bawah I;21/11/2024;13,9;21/11/2024;13,9;13.9
Beras;21/11/2024;15;21/11/2024;15;15.0
Beras Kualitas Super II;21/11/2024;16;21/11/2024;16;16.0
Beras Kualitas Super I;22/11/2024;16,3;22/11/2024;16,3;16.3
Beras;22/11/2024;15;22/11/2024;15;15.0
Beras Kualitas Bawah I;22/11/2024;13,9;22/11/2024;13,9;13.9
Beras Kualitas Bawah II;22/11/2024;14;22/11/2024;14;14.0
Beras Kualitas Medium I;22/11/2024;14,7;22/11/2024;14,7;14.7
Beras Kualitas Medium II;22/11/2024;15,2;22/11/2024;15,2;15.2
Beras Kualitas Super II;22/11/2024;16;22/11/2024;16;16.0
Beras Kualitas Super II;25/11/2024;16;25/11/2024;16;16.0
Beras Kualitas Super I;25/11/2024;16,3;25/11/2024;16,3;16.3
Beras Kualitas Medium II;25/11/2024;15,2;25/11/2024;15,2;15.2
Beras Kualitas Medium I;25/11/2024;14,7;25/11/2024;14,7;14.7
Beras Kualitas Bawah I;25/11/2024;13,9;25/11/2024;13,9;13.9
Beras;25/11/2024;15;25/11/2024;15;15.0
Beras Kualitas Bawah II;25/11/2024;14;25/11/2024;14;14.0
Beras Kualitas Super I;26/11/2024;16,3;26/11/2024;16,3;16.3
Beras Kualitas Super II;26/11/2024;16;26/11/2024;16;16.0
Beras Kualitas Medium II;26/11/2024;15,2;26/11/2024;15,2;15.2
Beras;26/11/2024;15;26/11/2024;15;15.0
Beras Kualitas Bawah I;26/11/2024;13,9;26/11/2024;13,9;13.9
Beras Kualitas Bawah II;26/11/2024;14;26/11/2024;14;14.0
Beras Kualitas Medium I;26/11/2024;14,7;26/11/2024;14,7;14.7
Beras;27/11/2024;15;27/11/2024;15;15.0
Beras Kualitas Bawah I;27/11/2024;13,9;27/11/2024;13,9;13.9
Beras Kualitas Super II;27/11/2024;16;27/11/2024;16;16.0
Beras Kualitas Medium I;27/11/2024;14,7;27/11/2024;14,7;14.7
Beras Kualitas Bawah II;27/11/2024;14;27/11/2024;14;14.0
Beras Kualitas Medium II;27/11/2024;15,2;27/11/2024;15,2;15.2
Beras Kualitas Super I;27/11/2024;16,3;27/11/2024;16,3;16.3
Beras;28/11/2024;15;28/11/2024;15;15.0
Beras Kualitas Bawah I;28/11/2024;13,9;28/11/2024;13,9;13.9
Beras Kualitas Bawah II;28/11/2024;14;28/11/2024;14;14.0
Beras Kualitas Medium I;28/11/2024;14,7;28/11/2024;14,7;14.7
Beras Kualitas Medium II;28/11/2024;15,2;28/11/2024;15,2;15.2
Beras Kualitas Super I;28/11/2024;16,3;28/11/2024;16,3;16.3
Beras Kualitas Super II;28/11/2024;16;28/11/2024;16;16.0
Beras Kualitas Super I;29/11/2024;16,3;29/11/2024;16,3;16.3
Beras Kualitas Super II;29/11/2024;16;29/11/2024;16;16.0
Beras;29/11/2024;15;29/11/2024;15;15.0
Beras Kualitas Bawah I;29/11/2024;13,9;29/11/2024;13,9;13.9
Beras Kualitas Bawah II;29/11/2024;14;29/11/2024;14;14.0
Beras Kualitas Medium I;29/11/2024;14,7;29/11/2024;14,7;14.7
Beras Kualitas Medium II;29/11/2024;15,2;29/11/2024;15,2;15.2
Beras Kualitas Super I;12/01/2024;15,4;01/12/2024;15,4;15.4
Beras Kualitas Super II;12/01/2024;14,8;01/12/2024;14,8;14.8
Beras Kualitas Bawah II;12/01/2024;13,2;01/12/2024;13,2;13.2
Beras Kualitas Bawah I;12/01/2024;13,5;01/12/2024;13,5;13.5
Beras;12/01/2024;14,1;01/12/2024;14,1;14.1
Beras Kualitas Medium I;12/01/2024;13,5;01/12/2024;13,5;13.5
Beras Kualitas Medium II;12/01/2024;14,2;01/12/2024;14,2;14.2
Beras Kualitas Super II;12/02/2024;15,8;02/12/2024;15,8;15.8
Beras;12/02/2024;14,95;02/12/2024;14,95;14.95
Beras Kualitas Super I;12/02/2024;15,5;02/12/2024;15,5;15.5
Beras Kualitas Medium II;12/02/2024;15,2;02/12/2024;15,2;15.2
Beras Kualitas Medium I;12/02/2024;14,3;02/12/2024;14,3;14.3
Beras Kualitas Bawah II;12/02/2024;14,6;02/12/2024;14,6;14.6
Beras Kualitas Bawah I;12/02/2024;14,4;02/12/2024;14,4;14.4
Beras;12/03/2024;15,85;03/12/2024;15,85;15.85
Beras Kualitas Medium I;12/03/2024;15,3;03/12/2024;15,3;15.3
Beras Kualitas Medium II;12/03/2024;16,3;03/12/2024;16,3;16.3
Beras Kualitas Super I;12/03/2024;16,8;03/12/2024;16,8;16.8
Beras Kualitas Super II;12/03/2024;16,5;03/12/2024;16,5;16.5
Beras Kualitas Bawah I;12/03/2024;15,1;03/12/2024;15,1;15.1
Beras Kualitas Bawah II;12/03/2024;15,1;03/12/2024;15,1;15.1
Beras Kualitas Medium I;12/04/2024;15,1;04/12/2024;15,1;15.1
Beras Kualitas Medium II;12/04/2024;15,9;04/12/2024;15,9;15.9
Beras Kualitas Bawah II;12/04/2024;14,7;04/12/2024;14,7;14.7
Beras Kualitas Bawah I;12/04/2024;14,5;04/12/2024;14,5;14.5
Beras Kualitas Super I;12/04/2024;16,3;04/12/2024;16,3;16.3
Beras Kualitas Super II;12/04/2024;16,45;04/12/2024;16,45;16.45
Beras;12/04/2024;15,5;04/12/2024;15,5;15.5
Beras Kualitas Medium I;12/06/2024;14,6;06/12/2024;14,6;14.6
Beras Kualitas Medium II;12/06/2024;15,1;06/12/2024;15,1;15.1
Beras Kualitas Super I;12/06/2024;16,5;06/12/2024;16,5;16.5
Beras Kualitas Super II;12/06/2024;15,65;06/12/2024;15,65;15.65
Beras Kualitas Bawah II;12/06/2024;13,8;06/12/2024;13,8;13.8
Beras Kualitas Bawah I;12/06/2024;13,8;06/12/2024;13,8;13.8
Beras;12/06/2024;14,9;06/12/2024;14,9;14.9
Beras Kualitas Super I;12/07/2024;16,5;07/12/2024;16,5;16.5
Beras Kualitas Super II;12/07/2024;15,9;07/12/2024;15,9;15.9
Beras Kualitas Medium I;12/07/2024;14,6;07/12/2024;14,6;14.6
Beras;12/07/2024;15;07/12/2024;15;15.0
Beras Kualitas Bawah I;12/07/2024;13,8;07/12/2024;13,8;13.8
Beras Kualitas Medium II;12/07/2024;15,3;07/12/2024;15,3;15.3
Beras Kualitas Bawah II;12/07/2024;13,9;07/12/2024;13,9;13.9
Beras Kualitas Super I;12/08/2024;16,5;08/12/2024;16,5;16.5
Beras Kualitas Medium II;12/08/2024;15,3;08/12/2024;15,3;15.3
Beras Kualitas Medium I;12/08/2024;14,7;08/12/2024;14,7;14.7
Beras Kualitas Bawah II;12/08/2024;13,9;08/12/2024;13,9;13.9
Beras Kualitas Bawah I;12/08/2024;13,8;08/12/2024;13,8;13.8
Beras;12/08/2024;15;08/12/2024;15;15.0
Beras Kualitas Super II;12/08/2024;15,9;08/12/2024;15,9;15.9
Beras;12/09/2024;15,05;09/12/2024;15,05;15.05
Beras Kualitas Super II;12/09/2024;16;09/12/2024;16;16.0
Beras Kualitas Super I;12/09/2024;16,3;09/12/2024;16,3;16.3
Beras Kualitas Medium II;12/09/2024;15,35;09/12/2024;15,35;15.35
Beras Kualitas Medium I;12/09/2024;14,7;09/12/2024;14,7;14.7
Beras Kualitas Bawah II;12/09/2024;14,1;09/12/2024;14,1;14.1
Beras Kualitas Bawah I;12/09/2024;13,9;09/12/2024;13,9;13.9
Beras Kualitas Super I;12/11/2024;16,3;11/12/2024;16,3;16.3
Beras Kualitas Super II;12/11/2024;16;11/12/2024;16;16.0
Beras;12/11/2024;15;11/12/2024;15;15.0
Beras Kualitas Bawah I;12/11/2024;13,9;11/12/2024;13,9;13.9
Beras Kualitas Bawah II;12/11/2024;14;11/12/2024;14;14.0
Beras Kualitas Medium I;12/11/2024;14,7;11/12/2024;14,7;14.7
Beras Kualitas Medium II;12/11/2024;15,2;11/12/2024;15,2;15.2
Beras;12/12/2024;14,85;12/12/2024;14,85;14.85
Beras Kualitas Bawah I;12/12/2024;13,7;12/12/2024;13,7;13.7
Beras Kualitas Bawah II;12/12/2024;13,8;12/12/2024;13,8;13.8
Beras Kualitas Medium I;12/12/2024;14,5;12/12/2024;14,5;14.5
Beras Kualitas Medium II;12/12/2024;15,1;12/12/2024;15,1;15.1
Beras Kualitas Super I;12/12/2024;16,3;12/12/2024;16,3;16.3
Beras Kualitas Super II;12/12/2024;15,65;12/12/2024;15,65;15.65
Beras Kualitas Super II;13/12/2024;15,65;13/12/2024;15,65;15.65
Beras Kualitas Super I;13/12/2024;16,3;13/12/2024;16,3;16.3
Beras Kualitas Medium II;13/12/2024;15,1;13/12/2024;15,1;15.1
Beras Kualitas Bawah I;13/12/2024;13,7;13/12/2024;13,7;13.7
Beras Kualitas Bawah II;13/12/2024;13,8;13/12/2024;13,8;13.8
Beras Kualitas Medium I;13/12/2024;14,5;13/12/2024;14,5;14.5
Beras;13/12/2024;14,85;13/12/2024;14,85;14.85
Beras Kualitas Super II;16/12/2024;15,65;16/12/2024;15,65;15.65
Beras Kualitas Super I;16/12/2024;16,3;16/12/2024;16,3;16.3
Beras Kualitas Medium II;16/12/2024;15,1;16/12/2024;15,1;15.1
Beras Kualitas Bawah II;16/12/2024;13,8;16/12/2024;13,8;13.8
Beras Kualitas Bawah I;16/12/2024;13,7;16/12/2024;13,7;13.7
Beras;16/12/2024;14,85;16/12/2024;14,85;14.85
Beras Kualitas Medium I;16/12/2024;14,5;16/12/2024;14,5;14.5
Beras Kualitas Super II;17/12/2024;15,65;17/12/2024;15,65;15.65
Beras Kualitas Super I;17/12/2024;16,3;17/12/2024;16,3;16.3
Beras Kualitas Medium II;17/12/2024;15,1;17/12/2024;15,1;15.1
Beras Kualitas Medium I;17/12/2024;14,5;17/12/2024;14,5;14.5
Beras Kualitas Bawah II;17/12/2024;13,8;17/12/2024;13,8;13.8
Beras Kualitas Bawah I;17/12/2024;13,7;17/12/2024;13,7;13.7
Beras;17/12/2024;14,85;17/12/2024;14,85;14.85
Beras;18/12/2024;14,85;18/12/2024;14,85;14.85
Beras Kualitas Bawah I;18/12/2024;13,7;18/12/2024;13,7;13.7
Beras Kualitas Bawah II;18/12/2024;13,8;18/12/2024;13,8;13.8
Beras Kualitas Medium I;18/12/2024;14,5;18/12/2024;14,5;14.5
Beras Kualitas Medium II;18/12/2024;15,1;18/12/2024;15,1;15.1
Beras Kualitas Super I;18/12/2024;16,3;18/12/2024;16,3;16.3
Beras Kualitas Super II;18/12/2024;15,65;18/12/2024;15,65;15.65
Beras Kualitas Super I;19/12/2024;16,3;19/12/2024;16,3;16.3
Beras Kualitas Medium II;19/12/2024;15,1;19/12/2024;15,1;15.1
Beras Kualitas Super II;19/12/2024;15,65;19/12/2024;15,65;15.65
Beras Kualitas Medium I;19/12/2024;14,5;19/12/2024;14,5;14.5
Beras Kualitas Bawah I;19/12/2024;13,7;19/12/2024;13,7;13.7
Beras;19/12/2024;14,85;19/12/2024;14,85;14.85
Beras Kualitas Bawah II;19/12/2024;13,8;19/12/2024;13,8;13.8
Beras;20/12/2024;14,85;20/12/2024;14,85;14.85
Beras Kualitas Bawah I;20/12/2024;13,7;20/12/2024;13,7;13.7
Beras Kualitas Bawah II;20/12/2024;13,8;20/12/2024;13,8;13.8
Beras Kualitas Medium I;20/12/2024;14,5;20/12/2024;14,5;14.5
Beras Kualitas Medium II;20/12/2024;15,1;20/12/2024;15,1;15.1
Beras Kualitas Super I;20/12/2024;16,3;20/12/2024;16,3;16.3
Beras Kualitas Super II;20/12/2024;15,65;20/12/2024;15,65;15.65
Beras Kualitas Super II;23/12/2024;15,65;23/12/2024;15,65;15.65
Beras Kualitas Super I;23/12/2024;16,3;23/12/2024;16,3;16.3
Beras Kualitas Medium II;23/12/2024;15,1;23/12/2024;15,1;15.1
Beras Kualitas Medium I;23/12/2024;14,5;23/12/2024;14,5;14.5
Beras Kualitas Bawah II;23/12/2024;13,8;23/12/2024;13,8;13.8
Beras Kualitas Bawah I;23/12/2024;13,7;23/12/2024;13,7;13.7
Beras;23/12/2024;14,85;23/12/2024;14,85;14.85
Beras;24/12/2024;14,85;24/12/2024;14,85;14.85
Beras Kualitas Bawah I;24/12/2024;13,7;24/12/2024;13,7;13.7
Beras Kualitas Bawah II;24/12/2024;13,8;24/12/2024;13,8;13.8
Beras Kualitas Medium I;24/12/2024;14,5;24/12/2024;14,5;14.5
Beras Kualitas Medium II;24/12/2024;15,1;24/12/2024;15,1;15.1
Beras Kualitas Super I;24/12/2024;16,3;24/12/2024;16,3;16.3
Beras Kualitas Super II;24/12/2024;15,65;24/12/2024;15,65;15.65
Beras Kualitas Super II;25/12/2024;15,65;25/12/2024;15,65;15.65
Beras Kualitas Medium II;25/12/2024;15,1;25/12/2024;15,1;15.1
Beras Kualitas Medium I;25/12/2024;14,5;25/12/2024;14,5;14.5
Beras Kualitas Super I;25/12/2024;16,3;25/12/2024;16,3;16.3
Beras Kualitas Bawah I;25/12/2024;13,7;25/12/2024;13,7;13.7
Beras;25/12/2024;14,85;25/12/2024;14,85;14.85
Beras Kualitas Bawah II;25/12/2024;13,8;25/12/2024;13,8;13.8
Beras;26/12/2024;14,85;26/12/2024;14,85;14.85
Beras Kualitas Bawah I;26/12/2024;13,7;26/12/2024;13,7;13.7
Beras Kualitas Bawah II;26/12/2024;13,8;26/12/2024;13,8;13.8
Beras Kualitas Medium I;26/12/2024;14,5;26/12/2024;14,5;14.5
Beras Kualitas Medium II;26/12/2024;15,1;26/12/2024;15,1;15.1
Beras Kualitas Super I;26/12/2024;16,3;26/12/2024;16,3;16.3
Beras Kualitas Super II;26/12/2024;15,65;26/12/2024;15,65;15.65
Beras Kualitas Super II;27/12/2024;15,65;27/12/2024;15,65;15.65
Beras Kualitas Medium II;27/12/2024;15,1;27/12/2024;15,1;15.1
Beras Kualitas Medium I;27/12/2024;14,5;27/12/2024;14,5;14.5
Beras Kualitas Super I;27/12/2024;16,3;27/12/2024;16,3;16.3
Beras Kualitas Bawah I;27/12/2024;13,7;27/12/2024;13,7;13.7
Beras;27/12/2024;14,85;27/12/2024;14,85;14.85
Beras Kualitas Bawah II;27/12/2024;13,8;27/12/2024;13,8;13.8
Beras Kualitas Super II;30/12/2024;15,65;30/12/2024;15,65;15.65
Beras Kualitas Medium II;30/12/2024;15,1;30/12/2024;15,1;15.1
Beras Kualitas Medium I;30/12/2024;14,5;30/12/2024;14,5;14.5
Beras Kualitas Super I;30/12/2024;16,3;30/12/2024;16,3;16.3
Beras Kualitas Bawah I;30/12/2024;13,7;30/12/2024;13,7;13.7
Beras;30/12/2024;14,85;30/12/2024;14,85;14.85
Beras Kualitas Bawah II;30/12/2024;13,8;30/12/2024;13,8;13.8
Beras Kualitas Super I;31/12/2024;16,3;31/12/2024;16,3;16.3
Beras;31/12/2024;14,85;31/12/2024;14,85;14.85
Beras Kualitas Bawah I;31/12/2024;13,7;31/12/2024;13,7;13.7
Beras Kualitas Bawah II;31/12/2024;13,8;31/12/2024;13,8;13.8
Beras Kualitas Medium I;31/12/2024;14,5;31/12/2024;14,5;14.5
Beras Kualitas Medium II;31/12/2024;15,1;31/12/2024;15,1;15.1
Beras Kualitas Super II;31/12/2024;15,65;31/12/2024;15,65;15.65
